,Date,Inventory,Sales,After Sales,Load Count,Total Gallons Delivered,Day,Is Public Holiday,Temp-F,Month,Season,Demand,Sales % of Inventory,Average Load Volume,Average Sales per load,Inventory Turnover,Days of Inventory on Hand,Sales Growth Rate
823,2021-09-24,43852.983,22057.52,21795.46,2,39079,Friday,False,77.9,9,Autumn,22057.52,50.3,19539.5,11028.76,0.5,1.99,-9.65
824,2021-09-25,25965.522,25437.85,527.67,4,35147,Saturday,False,73.0,9,Autumn,25437.85,97.97,8786.75,6359.46,0.98,1.02,15.33
825,2021-09-26,39823.072,30177.81,9645.26,2,27653,Sunday,False,77.5,9,Autumn,30177.81,75.78,13826.5,15088.9,0.76,1.32,18.63
826,2021-09-27,42229.796,13161.48,29068.32,3,27928,Monday,False,80.0,9,Autumn,13161.48,31.17,9309.33,4387.16,0.31,3.21,-56.39
827,2021-09-28,29856.218,21297.92,8558.3,4,39564,Tuesday,False,77.3,9,Autumn,21297.92,71.33,9891.0,5324.48,0.71,1.4,61.82
828,2021-09-29,44442.869,23002.28,21440.59,4,38544,Wednesday,False,79.0,9,Autumn,23002.28,51.76,9636.0,5750.57,0.52,1.93,8.0
829,2021-09-30,32524.895,27941.68,4583.22,3,28570,Thursday,False,76.1,9,Autumn,27941.68,85.91,9523.33,9313.89,0.86,1.16,21.47
830,2021-10-01,43972.602,26275.34,17697.26,2,35542,Friday,False,70.8,10,Autumn,26275.34,59.75,17771.0,13137.67,0.6,1.67,-5.96
831,2021-10-02,34062.08,19291.12,14770.96,1,36430,Saturday,False,79.9,10,Autumn,19291.12,56.64,36430.0,19291.12,0.57,1.77,-26.58
832,2021-10-03,43547.821,24517.87,19029.95,1,39958,Sunday,False,79.5,10,Autumn,24517.87,56.3,39958.0,24517.87,0.56,1.78,27.09
833,2021-10-04,27332.191,27773.37,-441.18,4,34572,Monday,False,79.7,10,Autumn,27773.37,101.61,8643.0,6943.34,1.02,0.98,13.28
834,2021-10-05,38060.637,21336.75,16723.89,3,38218,Tuesday,False,78.0,10,Autumn,21336.75,56.06,12739.33,7112.25,0.56,1.78,-23.18
835,2021-10-06,43224.509,23220.48,20004.03,3,33716,Wednesday,False,71.1,10,Autumn,23220.48,53.72,11238.67,7740.16,0.54,1.86,8.83
836,2021-10-07,37876.717,27793.92,10082.8,2,33366,Thursday,False,76.4,10,Autumn,27793.92,73.38,16683.0,13896.96,0.73,1.36,19.7
837,2021-10-08,26707.445,17906.36,8801.08,4,39208,Friday,False,74.6,10,Autumn,17906.36,67.05,9802.0,4476.59,0.67,1.49,-35.57
838,2021-10-09,26309.774,28235.88,-1926.11,2,37029,Saturday,False,77.0,10,Autumn,28235.88,107.32,18514.5,14117.94,1.07,0.93,57.69
839,2021-10-10,23452.664,21280.87,2171.79,5,41127,Sunday,False,71.5,10,Autumn,21280.87,90.74,8225.4,4256.17,0.91,1.1,-24.63
840,2021-10-11,33233.68,23529.97,9703.71,3,42258,Monday,True,80.0,10,Autumn,23529.97,70.8,14086.0,7843.32,0.71,1.41,10.57
841,2021-10-12,26803.934,24189.82,2614.11,3,32505,Tuesday,False,78.3,10,Autumn,24189.82,90.25,10835.0,8063.27,0.9,1.11,2.8
842,2021-10-13,22489.91,21857.13,632.78,3,37280,Wednesday,False,71.6,10,Autumn,21857.13,97.19,12426.67,7285.71,0.97,1.03,-9.64
843,2021-10-14,25048.979,29321.05,-4272.07,3,31851,Thursday,False,75.9,10,Autumn,29321.05,117.05,10617.0,9773.68,1.17,0.85,34.15
844,2021-10-15,43897.634,14331.97,29565.66,3,35888,Friday,False,77.2,10,Autumn,14331.97,32.65,11962.67,4777.32,0.33,3.06,-51.12
845,2021-10-16,34419.095,25553.21,8865.89,4,37669,Saturday,False,78.2,10,Autumn,25553.21,74.24,9417.25,6388.3,0.74,1.35,78.3
846,2021-10-17,28832.308,16142.88,12689.43,3,32989,Sunday,False,70.7,10,Autumn,16142.88,55.99,10996.33,5380.96,0.56,1.79,-36.83
847,2021-10-18,44311.753,32365.0,11946.75,3,37905,Monday,False,74.3,10,Autumn,32365.0,73.04,12635.0,10788.33,0.73,1.37,100.49
848,2021-10-19,27942.998,15894.35,12048.65,2,42607,Tuesday,False,76.6,10,Autumn,15894.35,56.88,21303.5,7947.18,0.57,1.76,-50.89
849,2021-10-20,25545.042,23286.14,2258.9,4,35070,Wednesday,False,72.1,10,Autumn,23286.14,91.16,8767.5,5821.54,0.91,1.1,46.51
850,2021-10-21,40812.003,27842.5,12969.5,3,41935,Thursday,False,77.2,10,Autumn,27842.5,68.22,13978.33,9280.83,0.68,1.47,19.57
851,2021-10-22,31895.681,31755.96,139.72,3,40185,Friday,False,70.8,10,Autumn,31755.96,99.56,13395.0,10585.32,1.0,1.0,14.06
852,2021-10-23,26221.151,23093.59,3127.56,1,38651,Saturday,False,71.3,10,Autumn,23093.59,88.07,38651.0,23093.59,0.88,1.14,-27.28
853,2021-10-24,36932.23,29911.49,7020.74,3,36185,Sunday,False,73.5,10,Autumn,29911.49,80.99,12061.67,9970.5,0.81,1.23,29.52
854,2021-10-25,27739.406,19945.24,7794.17,2,34002,Monday,False,79.3,10,Autumn,19945.24,71.9,17001.0,9972.62,0.72,1.39,-33.32
855,2021-10-26,35909.379,15262.17,20647.21,2,27729,Tuesday,False,78.7,10,Autumn,15262.17,42.5,13864.5,7631.08,0.43,2.35,-23.48
856,2021-10-27,41637.915,11983.26,29654.66,3,36153,Wednesday,False,74.8,10,Autumn,11983.26,28.78,12051.0,3994.42,0.29,3.47,-21.48
857,2021-10-28,33051.322,23868.0,9183.32,2,29024,Thursday,False,77.0,10,Autumn,23868.0,72.21,14512.0,11934.0,0.72,1.38,99.18
858,2021-10-29,44300.642,30597.38,13703.26,3,31205,Friday,False,74.8,10,Autumn,30597.38,69.07,10401.67,10199.13,0.69,1.45,28.19
859,2021-10-30,36372.002,30294.17,6077.83,3,39603,Saturday,False,76.1,10,Autumn,30294.17,83.29,13201.0,10098.06,0.83,1.2,-0.99
860,2021-10-31,37568.762,22570.28,14998.48,5,35458,Sunday,False,78.6,10,Autumn,22570.28,60.08,7091.6,4514.06,0.6,1.66,-25.5
861,2021-11-01,40690.685,25088.4,15602.28,3,45411,Monday,False,77.6,11,Autumn,25088.4,61.66,15137.0,8362.8,0.62,1.62,11.16
862,2021-11-02,26437.524,18349.11,8088.41,2,45411,Tuesday,False,73.3,11,Autumn,18349.11,69.41,22705.5,9174.56,0.69,1.44,-26.86
863,2021-11-03,41895.989,20392.37,21503.62,2,31279,Wednesday,False,76.1,11,Autumn,20392.37,48.67,15639.5,10196.18,0.49,2.05,11.14
864,2021-11-04,21151.391,21636.57,-485.18,4,37577,Thursday,False,77.4,11,Autumn,21636.57,102.29,9394.25,5409.14,1.02,0.98,6.1
865,2021-11-05,44657.247,29385.44,15271.81,4,40376,Friday,False,74.0,11,Autumn,29385.44,65.8,10094.0,7346.36,0.66,1.52,35.81
866,2021-11-06,40265.219,29977.11,10288.11,3,36428,Saturday,False,76.6,11,Autumn,29977.11,74.45,12142.67,9992.37,0.74,1.34,2.01
867,2021-11-07,33687.173,20588.73,13098.44,4,33040,Sunday,False,74.7,11,Autumn,20588.73,61.12,8260.0,5147.18,0.61,1.64,-31.32
868,2021-11-08,37411.792,23366.88,14044.91,3,27824,Monday,False,79.4,11,Autumn,23366.88,62.46,9274.67,7788.96,0.62,1.6,13.49
869,2021-11-09,20084.052,30918.75,-10834.7,3,34418,Tuesday,False,76.0,11,Autumn,30918.75,153.95,11472.67,10306.25,1.54,0.65,32.32
870,2021-11-10,31511.228,29925.01,1586.22,4,36637,Wednesday,False,76.8,11,Autumn,29925.01,94.97,9159.25,7481.25,0.95,1.05,-3.21
871,2021-11-11,28961.375,20884.61,8076.76,3,46343,Thursday,True,74.9,11,Autumn,20884.61,72.11,15447.67,6961.54,0.72,1.39,-30.21
872,2021-11-12,40845.723,38271.88,2573.84,2,40248,Friday,False,76.1,11,Autumn,38271.88,93.7,20124.0,19135.94,0.94,1.07,83.25
873,2021-11-13,24376.54,24817.29,-440.75,4,32319,Saturday,False,70.3,11,Autumn,24817.29,101.81,8079.75,6204.32,1.02,0.98,-35.16
874,2021-11-14,21747.402,25248.24,-3500.84,3,31733,Sunday,False,73.5,11,Autumn,25248.24,116.1,10577.67,8416.08,1.16,0.86,1.74
875,2021-11-15,29070.741,31930.23,-2859.49,4,33615,Monday,False,78.8,11,Autumn,31930.23,109.84,8403.75,7982.56,1.1,0.91,26.47
876,2021-11-16,35557.898,28028.78,7529.12,3,41234,Tuesday,False,76.1,11,Autumn,28028.78,78.83,13744.67,9342.93,0.79,1.27,-12.22
877,2021-11-17,30332.902,28901.61,1431.29,3,27520,Wednesday,False,71.5,11,Autumn,28901.61,95.28,9173.33,9633.87,0.95,1.05,3.11
878,2021-11-18,22542.869,26105.98,-3563.11,3,39193,Thursday,False,71.0,11,Autumn,26105.98,115.81,13064.33,8701.99,1.16,0.86,-9.67
879,2021-11-19,22312.052,15831.49,6480.56,5,30988,Friday,False,74.9,11,Autumn,15831.49,70.95,6197.6,3166.3,0.71,1.41,-39.36
880,2021-11-20,34920.442,21012.85,13907.59,3,32896,Saturday,False,71.1,11,Autumn,21012.85,60.17,10965.33,7004.28,0.6,1.66,32.73
881,2021-11-21,20050.663,24928.92,-4878.26,3,35798,Sunday,False,77.5,11,Autumn,24928.92,124.33,11932.67,8309.64,1.24,0.8,18.64
882,2021-11-22,29994.717,36621.12,-6626.4,3,37239,Monday,False,73.8,11,Autumn,36621.12,122.09,12413.0,12207.04,1.22,0.82,46.9
883,2021-11-23,29239.155,21746.04,7493.11,3,39714,Tuesday,False,71.3,11,Autumn,21746.04,74.37,13238.0,7248.68,0.74,1.34,-40.62
884,2021-11-24,33776.625,18911.18,14865.44,3,45194,Wednesday,False,70.8,11,Autumn,18911.18,55.99,15064.67,6303.73,0.56,1.79,-13.04
885,2021-11-25,44514.503,33442.69,11071.81,2,39523,Thursday,False,77.9,11,Autumn,33442.69,75.13,19761.5,16721.34,0.75,1.33,76.84
886,2021-11-26,40956.991,25540.48,15416.51,1,23997,Friday,False,72.1,11,Autumn,25540.48,62.36,23997.0,25540.48,0.62,1.6,-23.63
887,2021-11-27,42700.55,20017.28,22683.27,2,30719,Saturday,False,75.0,11,Autumn,20017.28,46.88,15359.5,10008.64,0.47,2.13,-21.63
888,2021-11-28,39490.499,11282.52,28207.98,3,34334,Sunday,False,73.8,11,Autumn,11282.52,28.57,11444.67,3760.84,0.29,3.5,-43.64
889,2021-11-29,37457.536,27154.71,10302.83,3,30054,Monday,False,71.7,11,Autumn,27154.71,72.49,10018.0,9051.57,0.72,1.38,140.68
890,2021-11-30,34052.589,22939.52,11113.07,3,17282,Tuesday,False,79.3,11,Autumn,22939.52,67.36,5760.67,7646.51,0.67,1.48,-15.52
891,2021-12-01,30250.422,19488.79,10761.63,2,37447,Wednesday,False,72.5,12,Winter,19488.79,64.42,18723.5,9744.4,0.64,1.55,-15.04
892,2021-12-02,20917.52,20920.67,-3.15,3,32828,Thursday,False,79.0,12,Winter,20920.67,100.02,10942.67,6973.56,1.0,1.0,7.35
893,2021-12-03,34720.343,20558.9,14161.44,5,40162,Friday,False,79.0,12,Winter,20558.9,59.21,8032.4,4111.78,0.59,1.69,-1.73
894,2021-12-04,39685.71,18556.8,21128.91,3,32776,Saturday,False,77.9,12,Winter,18556.8,46.76,10925.33,6185.6,0.47,2.14,-9.74
895,2021-12-05,32847.498,19487.58,13359.92,2,31935,Sunday,False,74.8,12,Winter,19487.58,59.33,15967.5,9743.79,0.59,1.69,5.02
896,2021-12-06,31816.463,24650.95,7165.51,5,29308,Monday,False,77.6,12,Winter,24650.95,77.48,5861.6,4930.19,0.77,1.29,26.5
897,2021-12-07,23003.162,25714.59,-2711.43,1,40462,Tuesday,False,78.6,12,Winter,25714.59,111.79,40462.0,25714.59,1.12,0.89,4.31
898,2021-12-08,33950.051,22213.16,11736.89,4,31329,Wednesday,False,75.0,12,Winter,22213.16,65.43,7832.25,5553.29,0.65,1.53,-13.62
899,2021-12-09,22550.88,26062.77,-3511.89,4,38545,Thursday,False,75.6,12,Winter,26062.77,115.57,9636.25,6515.69,1.16,0.87,17.33
900,2021-12-10,42853.956,25834.75,17019.21,3,42683,Friday,False,77.9,12,Winter,25834.75,60.29,14227.67,8611.58,0.6,1.66,-0.87
901,2021-12-11,26156.7,22872.05,3284.65,1,28063,Saturday,False,77.7,12,Winter,22872.05,87.44,28063.0,22872.05,0.87,1.14,-11.47
902,2021-12-12,29879.16,21578.17,8300.99,3,37713,Sunday,False,79.8,12,Winter,21578.17,72.22,12571.0,7192.72,0.72,1.38,-5.66
903,2021-12-13,34429.604,25529.97,8899.63,4,31752,Monday,False,71.5,12,Winter,25529.97,74.15,7938.0,6382.49,0.74,1.35,18.31
904,2021-12-14,37272.15,29099.05,8173.1,4,38704,Tuesday,False,71.4,12,Winter,29099.05,78.07,9676.0,7274.76,0.78,1.28,13.98
905,2021-12-15,39349.168,21619.52,17729.65,4,21497,Wednesday,False,70.5,12,Winter,21619.52,54.94,5374.25,5404.88,0.55,1.82,-25.7
906,2021-12-16,40327.5,18788.17,21539.33,3,35225,Thursday,False,77.4,12,Winter,18788.17,46.59,11741.67,6262.72,0.47,2.15,-13.1
907,2021-12-17,27133.529,28987.15,-1853.62,2,35261,Friday,False,76.0,12,Winter,28987.15,106.83,17630.5,14493.58,1.07,0.94,54.28
908,2021-12-18,29719.215,26556.78,3162.44,3,41714,Saturday,False,75.0,12,Winter,26556.78,89.36,13904.67,8852.26,0.89,1.12,-8.38
909,2021-12-19,30460.523,21228.9,9231.62,3,43109,Sunday,False,77.0,12,Winter,21228.9,69.69,14369.67,7076.3,0.7,1.43,-20.06
910,2021-12-20,37185.12,23265.54,13919.58,2,35496,Monday,False,74.3,12,Winter,23265.54,62.57,17748.0,11632.77,0.63,1.6,9.59
911,2021-12-21,24543.999,28398.48,-3854.48,2,41479,Tuesday,False,76.6,12,Winter,28398.48,115.7,20739.5,14199.24,1.16,0.86,22.06
912,2021-12-22,22766.696,21813.82,952.88,1,30023,Wednesday,False,76.5,12,Winter,21813.82,95.81,30023.0,21813.82,0.96,1.04,-23.19
913,2021-12-23,26071.242,21090.69,4980.55,1,31773,Thursday,False,79.5,12,Winter,21090.69,80.9,31773.0,21090.69,0.81,1.24,-3.32
914,2021-12-24,21363.327,24394.96,-3031.63,4,31744,Friday,False,75.6,12,Winter,24394.96,114.19,7936.0,6098.74,1.14,0.88,15.67
915,2021-12-25,30634.61,28432.29,2202.32,4,32564,Saturday,True,79.7,12,Winter,28432.29,92.81,8141.0,7108.07,0.93,1.08,16.55
916,2021-12-26,41268.311,29621.07,11647.24,3,39776,Sunday,False,70.0,12,Winter,29621.07,71.78,13258.67,9873.69,0.72,1.39,4.18
917,2021-12-27,34241.409,33256.99,984.42,2,31222,Monday,False,76.7,12,Winter,33256.99,97.13,15611.0,16628.5,0.97,1.03,12.27
918,2021-12-28,36804.029,17077.51,19726.52,4,40486,Tuesday,False,75.8,12,Winter,17077.51,46.4,10121.5,4269.38,0.46,2.16,-48.65
919,2021-12-29,39569.263,20117.91,19451.35,3,30198,Wednesday,False,74.7,12,Winter,20117.91,50.84,10066.0,6705.97,0.51,1.97,17.8
920,2021-12-30,32388.783,18764.08,13624.7,4,33301,Thursday,False,71.3,12,Winter,18764.08,57.93,8325.25,4691.02,0.58,1.73,-6.73
921,2021-12-31,33450.04,35920.08,-2470.04,4,31540,Friday,False,75.5,12,Winter,35920.08,107.38,7885.0,8980.02,1.07,0.93,91.43
922,2022-01-01,30949.838,28568.01,2381.83,4,35306,Saturday,True,73.0,1,Winter,28568.01,92.3,8826.5,7142.0,0.92,1.08,-20.47
923,2022-01-02,35657.917,27054.67,8603.25,2,37023,Sunday,False,74.7,1,Winter,27054.67,75.87,18511.5,13527.34,0.76,1.32,-5.3
924,2022-01-03,34242.219,17198.1,17044.12,1,35474,Monday,False,75.7,1,Winter,17198.1,50.22,35474.0,17198.1,0.5,1.99,-36.43
925,2022-01-04,42145.616,22812.84,19332.78,4,33126,Tuesday,False,71.1,1,Winter,22812.84,54.13,8281.5,5703.21,0.54,1.85,32.65
926,2022-01-05,28465.153,19676.52,8788.63,3,39067,Wednesday,False,71.6,1,Winter,19676.52,69.12,13022.33,6558.84,0.69,1.45,-13.75
927,2022-01-06,37367.583,27606.19,9761.39,4,40644,Thursday,False,76.8,1,Winter,27606.19,73.88,10161.0,6901.55,0.74,1.35,40.3
928,2022-01-07,39029.532,25287.06,13742.47,2,40472,Friday,False,78.2,1,Winter,25287.06,64.79,20236.0,12643.53,0.65,1.54,-8.4
929,2022-01-08,34086.178,29097.44,4988.74,3,27072,Saturday,False,73.4,1,Winter,29097.44,85.36,9024.0,9699.15,0.85,1.17,15.07
930,2022-01-09,23536.649,33477.23,-9940.58,3,25922,Sunday,False,76.7,1,Winter,33477.23,142.23,8640.67,11159.08,1.42,0.7,15.05
931,2022-01-10,38390.875,16269.73,22121.14,4,32619,Monday,False,79.9,1,Winter,16269.73,42.38,8154.75,4067.43,0.42,2.36,-51.4
932,2022-01-11,38937.017,24345.62,14591.4,4,35428,Tuesday,False,76.2,1,Winter,24345.62,62.53,8857.0,6086.4,0.63,1.6,49.64
933,2022-01-12,20439.496,22499.46,-2059.96,3,27594,Wednesday,False,80.0,1,Winter,22499.46,110.08,9198.0,7499.82,1.1,0.91,-7.58
934,2022-01-13,43280.207,19194.96,24085.25,3,30580,Thursday,False,70.5,1,Winter,19194.96,44.35,10193.33,6398.32,0.44,2.25,-14.69
935,2022-01-14,36839.78,30244.77,6595.01,3,25863,Friday,False,71.2,1,Winter,30244.77,82.1,8621.0,10081.59,0.82,1.22,57.57
936,2022-01-15,38845.138,18809.9,20035.24,3,32256,Saturday,False,70.7,1,Winter,18809.9,48.42,10752.0,6269.97,0.48,2.07,-37.81
937,2022-01-16,31404.899,29852.32,1552.58,4,32115,Sunday,False,71.4,1,Winter,29852.32,95.06,8028.75,7463.08,0.95,1.05,58.71
938,2022-01-17,30930.77,25739.52,5191.25,5,26327,Monday,False,79.7,1,Winter,25739.52,83.22,5265.4,5147.9,0.83,1.2,-13.78
939,2022-01-18,31717.41,25980.8,5736.61,3,32294,Tuesday,False,74.0,1,Winter,25980.8,81.91,10764.67,8660.27,0.82,1.22,0.94
940,2022-01-19,36160.549,25744.01,10416.54,2,26502,Wednesday,False,74.4,1,Winter,25744.01,71.19,13251.0,12872.0,0.71,1.4,-0.91
941,2022-01-20,38052.343,24512.5,13539.84,2,29489,Thursday,False,70.9,1,Winter,24512.5,64.42,14744.5,12256.25,0.64,1.55,-4.78
942,2022-01-21,29637.105,18621.62,11015.48,1,30393,Friday,True,74.0,1,Winter,18621.62,62.83,30393.0,18621.62,0.63,1.59,-24.03
943,2022-01-22,21871.646,21854.89,16.76,2,29225,Saturday,False,70.6,1,Winter,21854.89,99.92,14612.5,10927.44,1.0,1.0,17.36
944,2022-01-23,34052.498,32178.97,1873.53,3,27739,Sunday,False,78.2,1,Winter,32178.97,94.5,9246.33,10726.32,0.94,1.06,47.24
945,2022-01-24,28213.629,31087.03,-2873.4,5,38857,Monday,False,79.7,1,Winter,31087.03,110.18,7771.4,6217.41,1.1,0.91,-3.39
946,2022-01-25,38344.576,18069.65,20274.93,2,36680,Tuesday,False,75.3,1,Winter,18069.65,47.12,18340.0,9034.83,0.47,2.12,-41.87
947,2022-01-26,41522.772,24705.86,16816.91,4,34358,Wednesday,False,79.0,1,Winter,24705.86,59.5,8589.5,6176.46,0.59,1.68,36.73
948,2022-01-27,40411.771,30710.1,9701.67,3,30974,Thursday,False,79.1,1,Winter,30710.1,75.99,10324.67,10236.7,0.76,1.32,24.3
949,2022-01-28,37815.122,23611.14,14203.98,5,36001,Friday,False,73.3,1,Winter,23611.14,62.44,7200.2,4722.23,0.62,1.6,-23.12
950,2022-01-29,34920.958,17008.97,17911.99,3,33209,Saturday,False,78.2,1,Winter,17008.97,48.71,11069.67,5669.66,0.49,2.05,-27.96
951,2022-01-30,22275.59,19748.73,2526.86,5,34644,Sunday,False,77.8,1,Winter,19748.73,88.66,6928.8,3949.75,0.89,1.13,16.11
952,2022-01-31,44904.471,17373.44,27531.03,5,42511,Monday,False,80.0,1,Winter,17373.44,38.69,8502.2,3474.69,0.39,2.58,-12.03
953,2022-02-01,36370.146,30480.13,5890.02,4,39163,Tuesday,False,77.5,2,Winter,30480.13,83.81,9790.75,7620.03,0.84,1.19,75.44
954,2022-02-02,33841.462,23671.16,10170.3,1,31366,Wednesday,False,72.4,2,Winter,23671.16,69.95,31366.0,23671.16,0.7,1.43,-22.34
955,2022-02-03,40757.255,20053.84,20703.41,3,39414,Thursday,False,71.3,2,Winter,20053.84,49.2,13138.0,6684.61,0.49,2.03,-15.28
956,2022-02-04,39544.265,25207.59,14336.68,4,28435,Friday,False,70.7,2,Winter,25207.59,63.75,7108.75,6301.9,0.64,1.57,25.7
957,2022-02-05,32121.724,15462.34,16659.38,1,25394,Saturday,False,76.2,2,Winter,15462.34,48.14,25394.0,15462.34,0.48,2.08,-38.66
958,2022-02-06,44672.418,21849.65,22822.77,3,34817,Sunday,False,74.6,2,Winter,21849.65,48.91,11605.67,7283.22,0.49,2.04,41.31
959,2022-02-07,20133.969,28105.77,-7971.8,2,36906,Monday,False,79.0,2,Winter,28105.77,139.59,18453.0,14052.88,1.4,0.72,28.63
960,2022-02-08,36102.288,38795.84,-2693.55,4,36777,Tuesday,False,72.9,2,Winter,38795.84,107.46,9194.25,9698.96,1.07,0.93,38.04
961,2022-02-09,42670.24,22543.21,20127.03,5,41971,Wednesday,False,77.7,2,Winter,22543.21,52.83,8394.2,4508.64,0.53,1.89,-41.89
962,2022-02-10,30717.614,23677.32,7040.29,3,40763,Thursday,False,76.4,2,Winter,23677.32,77.08,13587.67,7892.44,0.77,1.3,5.03
963,2022-02-11,25799.702,19382.91,6416.79,2,32891,Friday,False,75.1,2,Winter,19382.91,75.13,16445.5,9691.46,0.75,1.33,-18.14
964,2022-02-12,23959.842,29173.32,-5213.48,3,25281,Saturday,False,75.9,2,Winter,29173.32,121.76,8427.0,9724.44,1.22,0.82,50.51
965,2022-02-13,37846.304,28670.33,9175.97,3,34939,Sunday,False,72.8,2,Winter,28670.33,75.75,11646.33,9556.78,0.76,1.32,-1.72
966,2022-02-14,37799.611,22348.83,15450.78,3,28608,Monday,False,76.1,2,Winter,22348.83,59.12,9536.0,7449.61,0.59,1.69,-22.05
967,2022-02-15,25021.121,24857.78,163.34,4,28043,Tuesday,False,71.9,2,Winter,24857.78,99.35,7010.75,6214.44,0.99,1.01,11.23
968,2022-02-16,42954.749,19079.43,23875.32,4,39079,Wednesday,False,73.5,2,Winter,19079.43,44.42,9769.75,4769.86,0.44,2.25,-23.25
969,2022-02-17,26826.922,22971.12,3855.8,4,40307,Thursday,False,75.5,2,Winter,22971.12,85.63,10076.75,5742.78,0.86,1.17,20.4
970,2022-02-18,33309.611,28424.35,4885.26,3,37521,Friday,True,76.6,2,Winter,28424.35,85.33,12507.0,9474.78,0.85,1.17,23.74
971,2022-02-19,38590.284,24721.32,13868.96,4,34838,Saturday,False,79.6,2,Winter,24721.32,64.06,8709.5,6180.33,0.64,1.56,-13.03
972,2022-02-20,32784.577,26442.01,6342.57,3,35129,Sunday,False,72.2,2,Winter,26442.01,80.65,11709.67,8814.0,0.81,1.24,6.96
973,2022-02-21,30155.997,25050.08,5105.92,3,28836,Monday,False,74.9,2,Winter,25050.08,83.07,9612.0,8350.03,0.83,1.2,-5.26
974,2022-02-22,28499.521,25907.52,2592.0,3,26581,Tuesday,False,72.8,2,Winter,25907.52,90.91,8860.33,8635.84,0.91,1.1,3.42
975,2022-02-23,20553.104,31967.95,-11414.85,2,42386,Wednesday,False,71.2,2,Winter,31967.95,155.54,21193.0,15983.98,1.56,0.64,23.39
976,2022-02-24,25002.527,22505.63,2496.9,3,39148,Thursday,False,72.7,2,Winter,22505.63,90.01,13049.33,7501.88,0.9,1.11,-29.6
977,2022-02-25,39983.908,28589.34,11394.57,4,34403,Friday,False,74.7,2,Winter,28589.34,71.5,8600.75,7147.34,0.72,1.4,27.03
978,2022-02-26,35410.033,17892.36,17517.67,4,35391,Saturday,False,73.4,2,Winter,17892.36,50.53,8847.75,4473.09,0.51,1.98,-37.42
979,2022-02-27,33218.415,30405.57,2812.85,3,37563,Sunday,False,79.1,2,Winter,30405.57,91.53,12521.0,10135.19,0.92,1.09,69.94
980,2022-02-28,36723.342,27282.3,9441.04,4,38013,Monday,False,78.8,2,Winter,27282.3,74.29,9503.25,6820.58,0.74,1.35,-10.27
981,2022-03-01,21726.452,25113.06,-3386.61,4,39150,Tuesday,False,74.4,3,Spring,25113.06,115.59,9787.5,6278.26,1.16,0.87,-7.95
982,2022-03-02,28448.396,28200.81,247.59,3,40097,Wednesday,False,77.9,3,Spring,28200.81,99.13,13365.67,9400.27,0.99,1.01,12.3
983,2022-03-03,30517.536,28713.78,1803.76,4,24855,Thursday,False,76.5,3,Spring,28713.78,94.09,6213.75,7178.44,0.94,1.06,1.82
984,2022-03-04,38107.897,22761.26,15346.64,3,30163,Friday,False,71.5,3,Spring,22761.26,59.73,10054.33,7587.09,0.6,1.67,-20.73
985,2022-03-05,37947.616,35350.2,2597.42,2,32469,Saturday,False,79.0,3,Spring,35350.2,93.16,16234.5,17675.1,0.93,1.07,55.31
986,2022-03-06,25098.766,25912.27,-813.5,4,31890,Sunday,False,74.8,3,Spring,25912.27,103.24,7972.5,6478.07,1.03,0.97,-26.7
987,2022-03-07,21591.448,30921.3,-9329.85,2,36954,Monday,False,71.2,3,Spring,30921.3,143.21,18477.0,15460.65,1.43,0.7,19.33
988,2022-03-08,31551.743,30793.88,757.86,3,33933,Tuesday,False,78.1,3,Spring,30793.88,97.6,11311.0,10264.63,0.98,1.02,-0.41
989,2022-03-09,34268.288,31996.8,2271.49,3,28382,Wednesday,False,73.3,3,Spring,31996.8,93.37,9460.67,10665.6,0.93,1.07,3.91
990,2022-03-10,26914.355,20787.03,6127.33,3,27169,Thursday,False,71.8,3,Spring,20787.03,77.23,9056.33,6929.01,0.77,1.29,-35.03
991,2022-03-11,32444.12,20555.5,11888.62,4,34620,Friday,False,73.9,3,Spring,20555.5,63.36,8655.0,5138.88,0.63,1.58,-1.11
992,2022-03-12,23757.862,37502.98,-13745.12,3,30898,Saturday,False,75.4,3,Spring,37502.98,157.86,10299.33,12500.99,1.58,0.63,82.45
993,2022-03-13,42018.241,16722.71,25295.53,2,32666,Sunday,False,72.8,3,Spring,16722.71,39.8,16333.0,8361.36,0.4,2.51,-55.41
994,2022-03-14,38351.212,28778.41,9572.8,2,38952,Monday,False,79.0,3,Spring,28778.41,75.04,19476.0,14389.2,0.75,1.33,72.09
995,2022-03-15,34614.195,23453.64,11160.56,2,33292,Tuesday,False,75.6,3,Spring,23453.64,67.76,16646.0,11726.82,0.68,1.48,-18.5
996,2022-03-16,27073.344,20044.21,7029.13,3,32530,Wednesday,False,74.0,3,Spring,20044.21,74.04,10843.33,6681.4,0.74,1.35,-14.54
997,2022-03-17,33708.626,19857.39,13851.24,3,29241,Thursday,False,78.7,3,Spring,19857.39,58.91,9747.0,6619.13,0.59,1.7,-0.93
998,2022-03-18,28634.123,25982.91,2651.21,4,35269,Friday,False,71.2,3,Spring,25982.91,90.74,8817.25,6495.73,0.91,1.1,30.85
999,2022-03-19,34099.336,25524.36,8574.98,3,40326,Saturday,False,70.4,3,Spring,25524.36,74.85,13442.0,8508.12,0.75,1.34,-1.76
1000,2022-03-20,38321.769,27357.46,10964.31,2,38905,Sunday,False,71.2,3,Spring,27357.46,71.39,19452.5,13678.73,0.71,1.4,7.18
